Original Name,Test Case Name,Test Type,Label,Bridger Score
THE YANGON GALLERY,Agnes Agnes Agnes THE YANGON GALLERY,Fuzzy Match,Match,96
AQSSA SOCIETY YEMEN,Wong AQSSA SOCIETY YEMEN,Fuzzy Match,Match,95
TRANSMORFLOT LLC,Gauthier TRANSMORFLOT LLC,Fuzzy Match,Match,84
AL-BUSTAN CHARITY,Choi AL-BUSTAN CHARITY,Fuzzy Match,Match,95
PSB LIZING OOO,Real PSB LIZING OOO,Fuzzy Match,Match,99
ELEVENTH OCEAN ADMINISTRATION GMBH,Tippets ELEVENTH OCEAN ADMINISTRATION GMBH,Fuzzy Match,Match,97
FIRST OCEAN GMBH & CO KG,Gaynor FIRST OCEAN GMBH & CO KG,Fuzzy Match,Match,97
TISA KISH,Turner TISA KISH,Fuzzy Match,Match,91
UNITED GENERAL OFFSHORE SAL,Harp UNITED GENERAL OFFSHORE SAL,Fuzzy Match,Match,94
LA ALIANZA GANADERA LTDA.,Cyrus LA ALIANZA GANADERA LTDA.,Fuzzy Match,Match,96
STATE RESEARCH CENTER OF THE RUSSIAN FEDERATION FGUP CENTRAL SCIENTIFIC RESEARCH INSTITUTE OF CHEMISTRY AND MECHANICS,Rhodd STATE RESEARCH CENTER OF THE RUSSIAN FEDERATION FGUP CENTRAL SCIENTIFIC RESEARCH INSTITUTE OF CHEMISTRY AND MECHANICS,Fuzzy Match,Match,98
ABAR PETROLEUM SERVICE SAL,Ashley Ashley ABAR PETROLEUM SERVICE SAL,Fuzzy Match,Match,97
LEADER (HONG KONG) INTERNATIONAL TRADING LIMITED,Miller Miller LEADER (HONG KONG) INTERNATIONAL TRADING LIMITED,Fuzzy Match,Match,95
CECEP EDITORES S.A.,Thomas Thomas CECEP EDITORES S.A.,Fuzzy Match,Match,83
SEPASAD ENGINEERING COMPANY,Stewart Stewart SEPASAD ENGINEERING COMPANY,Fuzzy Match,Match,87
AL-BUSTAN CHARITY,Hires Hires AL-BUSTAN CHARITY,Fuzzy Match,Match,96
BIO CORPORATION,Williams Williams BIO CORPORATION,Fuzzy Match,Match,NO MATCH
RIVIERA SUNRISE RESORT & SPA,Kent Kent RIVIERA SUNRISE RESORT & SPA,Fuzzy Match,Match,97
MIDCO FINANCE S.A.,Hitt Hitt MIDCO FINANCE S.A.,Fuzzy Match,Match,88
NATIONAL IRANIAN OIL REFINING AND DISTRIBUTION COMPANY,Bunnell Bunnell NATIONAL IRANIAN OIL REFINING AND DISTRIBUTION COMPANY,Fuzzy Match,Match,95
KORA MEDIA CORPORATION LTD,Martin Martin KORA MEDIA CORPORATION LTD,Fuzzy Match,Match,88
PUBLIC JOINT STOCK COMPANY AMURSKY SHIPBUILDING PLANT,Baker Baker PUBLIC JOINT STOCK COMPANY AMURSKY SHIPBUILDING PLANT,Fuzzy Match,Match,98
MUNSA INTERNATIONAL INVESMENTS S.A.,Mavins Mavins MUNSA INTERNATIONAL INVESMENTS S.A.,Fuzzy Match,Match,97
"FORPRES, S.C.","Robillard Robillard FORPRES, S.C.",Fuzzy Match,Match,77
LIBERTY SHIPPING CO LTD,Perry Perry LIBERTY SHIPPING CO LTD,Fuzzy Match,Match,88
SCIENTIFIC STUDIES AND RESEARCH CENTER,Sutton Sutton SCIENTIFIC STUDIES AND RESEARCH CENTER,Fuzzy Match,Match,96
AL-AQSA,Schippers Schippers AL-AQSA,Fuzzy Match,Match,92
NPF OTKRITIE GROUP,Weyer Weyer NPF OTKRITIE GROUP,Fuzzy Match,Match,87
SHAHID ESLAMI RESEARCH CENTER,Ladd Ladd SHAHID ESLAMI RESEARCH CENTER,Fuzzy Match,Match,96
"SISTEMAS ELITE DE SEGURIDAD PRIVADA, S.A. DE C.V.","Thompson Thompson SISTEMAS ELITE DE SEGURIDAD PRIVADA, S.A. DE C.V.",Fuzzy Match,Match,96
CORPORACION DE INVERSIONES EMPRESARIALES S.A.,Jenkins Jenkins CORPORACION DE INVERSIONES EMPRESARIALES S.A.,Fuzzy Match,Match,97
"WAN MIN, Wan Mat","Janet Janet Janet WAN MIN, Wan Mat",Fuzzy Match,Match,91
"DJIBO, Ousmane Illiassou","Christopher Christopher Christopher DJIBO, Ousmane Illiassou",Fuzzy Match,Match,91
"HAN, Kwon U","Julia Julia Julia HAN, Kwon U",Fuzzy Match,Match,91
"AL-ADANI, Abu Sulayman","Frank Frank Frank AL-ADANI, Abu Sulayman",Fuzzy Match,Match,91
"SHELESTENKO, Hennadiy Oleksandrovych","Debra Debra Debra SHELESTENKO, Hennadiy Oleksandrovych",Fuzzy Match,Match,91
"FLORES CACHO, Alejandro","Zachary Zachary Zachary FLORES CACHO, Alejandro",Fuzzy Match,Match,91
"GUZMAN LOPEZ, Ovidio","Steve Steve Steve GUZMAN LOPEZ, Ovidio",Fuzzy Match,Match,91
"CHEN, Quanguo","Kay Kay Kay CHEN, Quanguo",Fuzzy Match,Match,91
"DOLUDA, Nikolay Aleksandrovich","Teresa Teresa Teresa DOLUDA, Nikolay Aleksandrovich",Fuzzy Match,Match,91
"KADYROVA, Tabarik Ramzanovna","Bernice Bernice Bernice KADYROVA, Tabarik Ramzanovna",Fuzzy Match,Match,91
"GONCHAROV, Nikolay Aleksandrovich","Green GONCHAROV, Nikolay Aleksandrovich",Fuzzy Match,Match,97
"SIERRA ARIAS, Eddy Manuel","Peterson SIERRA ARIAS, Eddy Manuel",Fuzzy Match,Match,97
"AGHA, Torek","Barnes AGHA, Torek",Fuzzy Match,Match,97
"JOK RIAK, Gabriel","Lipscomb JOK RIAK, Gabriel",Fuzzy Match,Match,97
"BUCARAN PARAGUAN, Chaim Jose","Hess BUCARAN PARAGUAN, Chaim Jose",Fuzzy Match,Match,97
"AL-ASSAD, Maher","Beaudry AL-ASSAD, Maher",Fuzzy Match,Match,97
"SHAMKHANI, Ali","Brill SHAMKHANI, Ali",Fuzzy Match,Match,97
"PANARO, Nicola","Rodgers PANARO, Nicola",Fuzzy Match,Match,97
"ZAKARIA, Zaini","Simpson ZAKARIA, Zaini",Fuzzy Match,Match,97
"PEREZ VERDUZCO, Roberto","Robertson PEREZ VERDUZCO, Roberto",Fuzzy Match,Match,97
"VORONOVSKIY, Anatoliy","Smith Smith VORONOVSKIY, Anatoliy",Fuzzy Match,Match,94
"KERIMOV, Suleiman Abusaidovich","Tardif Tardif KERIMOV, Suleiman Abusaidovich",Fuzzy Match,Match,94
"JELISIC, Goran","Turner Turner JELISIC, Goran",Fuzzy Match,Match,94
"QASIR, Muhammad","Winters Winters QASIR, Muhammad",Fuzzy Match,Match,94
"MENDEZ VARGAS, Jose de Jesus","Kelsheimer Kelsheimer MENDEZ VARGAS, Jose de Jesus",Fuzzy Match,Match,94
"AL-FAQIH, Abd al-Rahman","Drelick Drelick AL-FAQIH, Abd al-Rahman",Fuzzy Match,Match,94
"GOVYRIN, Alexey","King King GOVYRIN, Alexey",Fuzzy Match,Match,94
"PANARO, Sebastiano","Jackson Jackson PANARO, Sebastiano",Fuzzy Match,Match,94
"ARTAMONOVA, Valentina Nikolayevna","Ruby Ruby ARTAMONOVA, Valentina Nikolayevna",Fuzzy Match,Match,94
"FRANCO QUINTERO, Rafael Antonio","King King FRANCO QUINTERO, Rafael Antonio",Fuzzy Match,Match,94
"PANTUS, Dmitry Aleksandrovich","Dupont Gregg PANTUS, Dmitry Aleksandrovich",Fuzzy Match,Match,94
"NOVITSKY, Evgeny Grigorievich","Monson Rogers NOVITSKY, Evgeny Grigorievich",Fuzzy Match,Match,94
"ZEPEDA ESPARZA, Olga Maria","Girard Stegman ZEPEDA ESPARZA, Olga Maria",Fuzzy Match,Match,94
"AYAD, Adnan","Thorton Hatton AYAD, Adnan",Fuzzy Match,Match,94
"KIM, Kang Jin","Paar Freitag KIM, Kang Jin",Fuzzy Match,Match,94
"DIANAT, Amir","Copes Right DIANAT, Amir",Fuzzy Match,Match,94
"ZADORNOV, Mikhail Mikhaylovich","Cotten Echols ZADORNOV, Mikhail Mikhaylovich",Fuzzy Match,Match,94
"SULAYMAN, Akram","Kron Shyne SULAYMAN, Akram",Fuzzy Match,Match,94
"DANIEL, Saw","Alvarez Kenoyer DANIEL, Saw",Fuzzy Match,Match,94
"KARADZIC, Aleksandar","Gaskamp Slaton KARADZIC, Aleksandar",Fuzzy Match,Match,94
ZAGROS TARABARAN-E ARYA,Prather ZAGROS TARABARAN-E ARYA,Fuzzy Match,Match,97
ANDA COMPANY,Gonzalez ANDA COMPANY,Fuzzy Match,Match,84
CITY PHARMA SARL,Haigh CITY PHARMA SARL,Fuzzy Match,Match,94
JOINT STOCK COMPANY CONCERN AVTOMATIKA,Hindman JOINT STOCK COMPANY CONCERN AVTOMATIKA,Fuzzy Match,Match,96
AGRICOLA GAXIOLA S.A. DE C.V.,Calderon AGRICOLA GAXIOLA S.A. DE C.V.,Fuzzy Match,Match,98
BAHJAT AL KAWTHAR COMPANY FOR CONSTRUCTION AND TRADING LTD.,Hawkins BAHJAT AL KAWTHAR COMPANY FOR CONSTRUCTION AND TRADING LTD.,Fuzzy Match,Match,99
DIGITAL SERVICES EAD,Drexler DIGITAL SERVICES EAD,Fuzzy Match,Match,90
HAMER AND NAIL CONSTRUCTION LIMITED,Copeland HAMER AND NAIL CONSTRUCTION LIMITED,Fuzzy Match,Match,98
BANCO DE DESARROLLO ECONOMICO Y SOCIAL DE VENEZUELA,Michaels BANCO DE DESARROLLO ECONOMICO Y SOCIAL DE VENEZUELA,Fuzzy Match,Match,98
DONGHAI INTERNATIONAL SHIP MANAGEMENT LTD,Bryer DONGHAI INTERNATIONAL SHIP MANAGEMENT LTD,Fuzzy Match,Match,95
"RICCIO, Mario","DIF RICCIO, Mario RE IM",Fuzzy Match,Match,93
"LEAL JIMENEZ, Joaquin","IN LEAL JIMENEZ, Joaquin COM CO",Fuzzy Match,Match,97
"PECHATNIKOV, Anatolii Yuryevich","RE PECHATNIKOV, Anatolii Yuryevich DIF DIS",Fuzzy Match,Match,92
"DAHI, Yasin Ahmad","DIF DAHI, Yasin Ahmad CO DI",Fuzzy Match,Match,93
"DE FRUTOS, Jose Ignacio Reta","IM DE FRUTOS, Jose Ignacio Reta IM COM",Fuzzy Match,Match,95
"JIIS, Yasir","DI JIIS, Yasir DI DE",Fuzzy Match,Match,95
"SOLOVEV, Sergey Anatolevich","DIS SOLOVEV, Sergey Anatolevich CO DIS",Fuzzy Match,Match,98
"AL-KURD, Ahmad Harb","MIS AL-KURD, Ahmad Harb DIF DI",Fuzzy Match,Match,92
"SANYATWE, Anselem Nhamo","IR SANYATWE, Anselem Nhamo MIS RE",Fuzzy Match,Match,93
"ULBASHEV, Mukharby Magomedovich","RE ULBASHEV, Mukharby Magomedovich DI DIS",Fuzzy Match,Match,93
"MUZONZINI, Elisha","IM MUZONZINI, Elisha",Fuzzy Match,Match,98
"JOKIC, Dragan","UN JOKIC, Dragan",Fuzzy Match,Match,98
"NOGUERA PIETRI, Justo Jose","UN NOGUERA PIETRI, Justo Jose",Fuzzy Match,Match,98
"VALLE VALLE, Miguel Arnulfo","IN VALLE VALLE, Miguel Arnulfo",Fuzzy Match,Match,98
"GRAK, Olga Yurievna","IL GRAK, Olga Yurievna",Fuzzy Match,Match,98
"ABBAS, Yasir","IL 'ABBAS, Yasir",Fuzzy Match,Match,98
"TRINIDAD, Angelo Ramirez","IL TRINIDAD, Angelo Ramirez",Fuzzy Match,Match,98
"CHEN, Mei Hsiang","UN CHEN, Mei Hsiang",Fuzzy Match,Match,98
"YEGANE, Gulnihal","IL YEGANE, Gulnihal",Fuzzy Match,Match,98
"CHEMEZOV, Sergey Sergeevich","IN CHEMEZOV, Sergey Sergeevich",Fuzzy Match,Match,98
"TROSHIN, Aleksei Valeryevich","TROSHIN, Aleksei Valeryevich DI DI",Fuzzy Match,Match,97
"VALLARTA ESCALANTE, Luis Francisco","VALLARTA ESCALANTE, Luis Francisco IL IL",Fuzzy Match,Match,97
"MAHRI, Mohamed Ben Ahmed","MAHRI, Mohamed Ben Ahmed UN UN",Fuzzy Match,Match,97
"AZZAM, Mansour Fadlallah","AZZAM, Mansour Fadlallah UN UN",Fuzzy Match,Match,97
"OTHMAN, Hasan Chehadeh","OTHMAN, Hasan Chehadeh IM IM",Fuzzy Match,Match,97
"RUDENKO, Miroslav Vladimirovich","RUDENKO, Miroslav Vladimirovich UN UN",Fuzzy Match,Match,97
"STAUDINGER LEMOINE, Mariana Andrea","STAUDINGER LEMOINE, Mariana Andrea DE DE",Fuzzy Match,Match,96
"DJERMANE, Kamel","DJERMANE, Kamel IM IM",Fuzzy Match,Match,97
"RAUF, Hafiz Abdur","RAUF, Hafiz Abdur DIS DIS",Fuzzy Match,Match,94
"RODRIGUEZ MUCURA, Hildemaro Jose","RODRIGUEZ MUCURA, Hildemaro Jose DE DE",Fuzzy Match,Match,96
"SUBOTIC, Milan","CIMA SUBOTIC, Milan CIC",Fuzzy Match,Match,95
"HIJAZI, Kassem Mohamad","CIC HIJAZI, Kassem Mohamad Junior",Fuzzy Match,Match,95
"VALENZUELA VALENZUELA, Juan Francisco","D.D.S VALENZUELA VALENZUELA, Juan Francisco CFP",Fuzzy Match,Match,94
"JUM'AH, Hamid","Senior JUM'AH, Hamid ChFC",Fuzzy Match,Match,95
"BEKETOV, Vladimir Andreyevich","CMT BEKETOV, Vladimir Andreyevich Junior",Fuzzy Match,Match,95
"MONDACA AVILA, Sigi Alfredo","CFS MONDACA AVILA, Sigi Alfredo Junior",Fuzzy Match,Match,95
"PLAHOTNIUC, Vladimir","PHD PLAHOTNIUC, Vladimir MASTER",Fuzzy Match,Match,95
"ALYOKSA, Aleksandr Ivanovich","CFS ALYOKSA, Aleksandr Ivanovich CMT",Fuzzy Match,Match,94
"HOSSEINI, Sayyed Jabar","CMT HOSSEINI, Sayyed Jabar MASTER",Fuzzy Match,Match,94
"AL-AMIRI, Adnan Talib Hassim","CMT AL-AMIRI, Adnan Talib Hassim CFS",Fuzzy Match,Match,94
"RYABTSEVA, Zhanna Anatolyevna","RYABTSEVA, Zhanna Anatolyevna Esquire",Fuzzy Match,Match,98
"YEFIMOV, Vitaly Borisovich","YEFIMOV, Vitaly Borisovich PHD",Fuzzy Match,Match,98
"LOPEZ AISPURO, Armando","LOPEZ AISPURO, Armando Junior",Fuzzy Match,Match,98
"PETRUNIN, Nikolay Yuryevich","PETRUNIN, Nikolay Yuryevich Senior",Fuzzy Match,Match,98
"ALAUDINOV, Apti Kharonovich","ALAUDINOV, Apti Kharonovich Senior",Fuzzy Match,Match,98
"YAGUBOV, Gennady Vladimirovich","YAGUBOV, Gennady Vladimirovich Senior",Fuzzy Match,Match,98
"LEAL JIMENEZ, Joaquin","LEAL JIMENEZ, Joaquin Senior",Fuzzy Match,Match,98
"'ABDU, Abdallah","'ABDU, Abdallah Senior",Fuzzy Match,Match,98
"HASSAN, Abu Yasir","HASSAN, Abu Yasir Junior",Fuzzy Match,Match,98
"GAGAALE, Abdikarim Hussein","GAGAALE, Abdikarim Hussein PHD",Fuzzy Match,Match,98
"ASADOLLAH, Hossein","D.D.S ASADOLLAH, Hossein D.D.S",Fuzzy Match,Match,91
"GAYE, Haroun","CFS GAYE, Haroun CFS",Fuzzy Match,Match,94
"EL ABBOUBI, Anas","CFS EL ABBOUBI, Anas CFS",Fuzzy Match,Match,94
"AZAD, Khan Mohammad","PHD AZAD, Khan Mohammad PHD",Fuzzy Match,Match,96
"QANBAR, Khalid Zaki","CIMA QANBAR, Khalid Zaki CIMA",Fuzzy Match,Match,94
"AHED AL-ZOUBI, Omran","Esquire AHED AL-ZOUBI, Omran Esquire",Fuzzy Match,Match,96
"URIBE URIBE, Miguel Angel","PHD URIBE URIBE, Miguel Angel PHD",Fuzzy Match,Match,96
"QADHAFI, Ayesha","D.D.S QADHAFI, Ayesha D.D.S",Fuzzy Match,Match,91
"STREMOUSOV, Kyrylo Serhiyovych","CMT STREMOUSOV, Kyrylo Serhiyovych CMT",Fuzzy Match,Match,94
"MAHSOULI, Sadeq","CIMA MAHSOULI, Sadeq CIMA",Fuzzy Match,Match,94
"DUGIN, Aleksandr","DUGIN, Aleksandr D.D.S",Fuzzy Match,Match,95
"RYAZANTSEV, Oleg Nikolayevich","RYAZANTSEV, Oleg Nikolayevich PHD",Fuzzy Match,Match,98
"WEI, Zhao","WEI, Zhao PHD",Fuzzy Match,Match,98
"KARPIANKOU, Mikalai","KARPIANKOU, Mikalai D.D.S",Fuzzy Match,Match,95
"RABIEE, Hamid Reza","RABIEE, Hamid Reza MASTER",Fuzzy Match,Match,97
"LOPEZ, Jose Francisco","LOPEZ, Jose Francisco CFP",Fuzzy Match,Match,98
"KAMMOUN, Mehdi","KAMMOUN, Mehdi Jr.",Fuzzy Match,Match,98
"LABRA AVILES, Jesus Abraham","LABRA AVILES, Jesus Abraham CFP",Fuzzy Match,Match,98
"PRIMUS, Tramayne John","PRIMUS, Tramayne John CFP",Fuzzy Match,Match,98
"KOLEDA, Mariya Vasilyevna","KOLEDA, Mariya Vasilyevna CFS",Fuzzy Match,Match,97
"ABU MARZOOK, Mousa Mohammed","ABU MARZOOK, Mousa MohammedCMT CMT",Fuzzy Match,Match,92
"ABBAS, Muhammad","ABBAS, MuhammadChFC ChFC",Fuzzy Match,Match,87
"CORREA SALAS, Euclides","CORREA SALAS, EuclidesEsquire Esquire",Fuzzy Match,Match,88
"GERASIMOV, Valery","GERASIMOV, ValeryD.D.S D.D.S",Fuzzy Match,Match,84
"BARAKHOYEV, Mukharbek Oybertovich","BARAKHOYEV, Mukharbek OybertovichD.D.S D.D.S",Fuzzy Match,Match,89
"PALACIO ADARVE, John Ricardo","PALACIO ADARVE, John RicardoChFC ChFC",Fuzzy Match,Match,92
"SANTIC, Vladimir","SANTIC, VladimirPHD PHD",Fuzzy Match,Match,88
"TARABAIN CHAMAS, Mohamad","TARABAIN CHAMAS, MohamadJr. Jr.",Fuzzy Match,Match,88
"MANUYLOV, Aleksandr Leonidovich","MANUYLOV, Aleksandr LeonidovichCIC CIC",Fuzzy Match,Match,93
"DWIKARNA, Agus","DWIKARNA, AgusChFC ChFC",Fuzzy Match,Match,87
"AL-HAMMADI, Hamid Yusif"," Lord  Lord AL-HAMMADI, Hamid Yusif",Fuzzy Match,Match,94
"NOOSHIN, Seyed Mirahmad","Miss Miss NOOSHIN, Seyed Mirahmad",Fuzzy Match,Match,96
"BUTKA, Spiro"," Lord  Lord BUTKA, Spiro",Fuzzy Match,Match,94
"VASIC, Dragomir","Lady Lady VASIC, Dragomir",Fuzzy Match,Match,96
"FAWAZ, Mustapha Reda Darwish","Mrs Mrs FAWAZ, Mustapha Reda Darwish",Fuzzy Match,Match,96
"LEBEDEV, Yevgeny Viktorovich"," Lord  Lord LEBEDEV, Yevgeny Viktorovich",Fuzzy Match,Match,94
"HOJATI, Mohsen","Lady Lady HOJATI, Mohsen",Fuzzy Match,Match,96
"MALEKOUTI POUR, Hamidreza","Sir Sir MALEKOUTI POUR, Hamidreza",Fuzzy Match,Match,96
"DAR, Muhammad Harris","Lady Lady DAR, Muhammad Harris",Fuzzy Match,Match,96
"JABER, Mohammad","Mrs Mrs JABER, Mohammad",Fuzzy Match,Match,96
"HAMMAD, Fathi Ahmad Mohammad","Miss HAMMAD, Fathi Ahmad Mohammad",Fuzzy Match,Match,98
"JUM'AH, Hamid","Lady JUM'AH, Hamid",Fuzzy Match,Match,98
"VAKILI, Mohammad","Mrs VAKILI, Mohammad",Fuzzy Match,Match,98
"UDIN, Mohamad Rafi","Cllr UDIN, Mohamad Rafi",Fuzzy Match,Match,97
"AFANASYEV, Dmitriy Valeryevich","Miss AFANASYEV, Dmitriy Valeryevich",Fuzzy Match,Match,98
"AL-TIKRITI, Sa'd Sabawi Ibrahim Hasan","Sir AL-TIKRITI, Sa'd Sabawi Ibrahim Hasan",Fuzzy Match,Match,98
"SAWADJAAN, Hatib Hajan","Sir SAWADJAAN, Hatib Hajan",Fuzzy Match,Match,98
"KATRANGI, Houssam","Cllr KATRANGI, Houssam",Fuzzy Match,Match,97
"YAZBECK, Ahmad Mohamad"," Lord YAZBECK, Ahmad Mohamad",Fuzzy Match,Match,97
"VELASQUEZ CABALLERO, Ivan","Sir VELASQUEZ CABALLERO, Ivan",Fuzzy Match,Match,98
VTB BANK BELARUS CLOSED JOINT STOCK COMPANY,VTB BANK BELARUS CLOSED JOINT STOCK COMPANY,Fuzzy Match,Match,100
ORANGE VOLUNTEERS,ORANGE VOLUNTEERS,Fuzzy Match,Match,100
RUSSIAN DIRECT INVESTMENT FUND,RUSSIAN DIRECT INVESTMENT FUND,Fuzzy Match,Match,100
IRANO HIND SHIPPING COMPANY LTD,IRANO HIND SHIPPING COMPANY LTD,Fuzzy Match,Match,100
AGROPECUARIA MAIS SOCIEDAD POR ACCIONES SIMPLIFICADA,AGROPECUARIA MAIS SOCIEDAD POR ACCIONES SIMPLIFICADA,Fuzzy Match,Match,100
HONGYUAN MARINE CO LTD,HONGYUAN MARINE CO LTD,Fuzzy Match,Match,100
TSARGRAD-KULTURA OOO,TSARGRAD-KULTURA OOO,Fuzzy Match,Match,100
GHADIR INTERNATIONAL TRADING AND DEVELOPMENT,GHADIR INTERNATIONAL TRADING AND DEVELOPMENT,Fuzzy Match,Match,100
FORENINGEN AL-AQSA,FORENINGEN AL-AQSA,Fuzzy Match,Match,100
L.D. LANDAU INSTITUTE FOR THEORETICAL PHYSICS OF RUSSIAN ACADEMY OF SCIENCES, ,Fuzzy Match,Match,NO MATCH
AL-ITIHAAD AL-ISLAMIYA,AL-ITIHAAD AL-ISLAMIYA,Fuzzy Match,Match,100
FLEURETTE PROPERTIES LIMITED,FLEURETTE PROPERTIES LIMITED,Fuzzy Match,Match,100
VTB SPECIALIZED DEPOSITORY CLOSED JOINT STOCK COMPANY,VTB SPECIALIZED DEPOSITORY CLOSED JOINT STOCK COMPANY,Fuzzy Match,Match,100
SHARQ CEMENT,SHARQ CEMENT,Fuzzy Match,Match,100
TRANSADRIA LTD,TRANSADRIA LTD,Fuzzy Match,Match,100
STATE ENTERPRISE YALTA SEA TRADING PORT,STATE ENTERPRISE YALTA SEA TRADING PORT,Fuzzy Match,Match,100
MABROOKA TRADING CO L.L.C.,MABROOKA TRADING CO L.L.C.,Fuzzy Match,Match,100
INDIAN MUJAHIDEEN,INDIAN MUJAHIDEEN,Fuzzy Match,Match,100
"TATES DESARROLLO, S.A. DE C.V.","TATES DESARROLLO, S.A. DE C.V.",Fuzzy Match,Match,100
INVERSIONES ZANZIBAR SOCIEDAD ANONIMA,INVERSIONES ZANZIBAR SOCIEDAD ANONIMA,Fuzzy Match,Match,100
AO NPP TSIKLON TEST,AO NPP TSIKLON TEST,Fuzzy Match,Match,100
SYRIAN COMPANY FOR INFORMATION TECHNOLOGY,SYRIAN COMPANY FOR INFORMATION TECHNOLOGY,Fuzzy Match,Match,100
GOOD SIBLINGS LTD,GOOD SIBLINGS LTD,Fuzzy Match,Match,100
PROPER IN MANAGEMENT INCORPORATED,PROPER IN MANAGEMENT INCORPORATED,Fuzzy Match,Match,100
SERCUBA,SERCUBA,Fuzzy Match,Match,100
CJSC BELBIZNESLIZING,CJSC BELBIZNESLIZING,Fuzzy Match,Match,100
YOUSSER COMPANY FOR FINANCE AND INVESTMENT,YOUSSER COMPANY FOR FINANCE AND INVESTMENT,Fuzzy Match,Match,100
ELECTRONIC COMPONENTS INDUSTRIES CO,ELECTRONIC COMPONENTS INDUSTRIES CO,Fuzzy Match,Match,100
CONSTRUCTORA PIEDRA DEL CASTILLO S.A.S.,CONSTRUCTORA PIEDRA DEL CASTILLO S.A.S.,Fuzzy Match,Match,100
NEW EASTERN OUTLOOK,NEW EASTERN OUTLOOK,Fuzzy Match,Match,100
SPRING SP FARM,SPRING SP FARM,Fuzzy Match,Match,100
ASOCIACION TURISTICA INTERNACIONAL S.C.S.,ASOCIACION TURISTICA INTERNACIONAL S.C.S.,Fuzzy Match,Match,100
PETROCHEMICAL NON-INDUSTRIAL OPERATIONS & SERVICES CO.,PETROCHEMICAL NON-INDUSTRIAL OPERATIONS & SERVICES CO.,Fuzzy Match,Match,100
STROYTRANSGAZ GROUP,STROYTRANSGAZ GROUP,Fuzzy Match,Match,100
AVIA GROUP TERMINAL LIMITED LIABILITY COMPANY,AVIA GROUP TERMINAL LIMITED LIABILITY COMPANY,Fuzzy Match,Match,100
SOCIETE ELLISSA GROUP CONGO,SOCIETE ELLISSA GROUP CONGO,Fuzzy Match,Match,100
MODERNA EXPRESS TRANSPORTE DE CARGA LTDA.,MODERNA EXPRESS TRANSPORTE DE CARGA LTDA.,Fuzzy Match,Match,100
OPEN JOINT STOCK COMPANY SVETLOGORSKKHIMVOLOKNO,OPEN JOINT STOCK COMPANY SVETLOGORSKKHIMVOLOKNO,Fuzzy Match,Match,100
SBT S.A.,SBT S.A.,Fuzzy Match,Match,100
COMPAGNIE AERIENNE DES GRANDS LACS,COMPAGNIE AERIENNE DES GRANDS LACS,Fuzzy Match,Match,100
JOINT STOCK COMPANY ALL-RUSSIAN RESEARCH INSTITUTE SIGNAL,JOINT STOCK COMPANY ALL-RUSSIAN RESEARCH INSTITUTE SIGNAL,Fuzzy Match,Match,100
SYRIAN ARAB ARMY,SYRIAN ARAB ARMY,Fuzzy Match,Match,100
A & M MAHAR COMPANY LIMITED,A & M MAHAR COMPANY LIMITED,Fuzzy Match,Match,100
LLC PROGOROD,LLC PROGOROD,Fuzzy Match,Match,100
EUROSADRUZHIE OOD,EUROSADRUZHIE OOD,Fuzzy Match,Match,100
SYRIAN CHAMBER OF SHIPPING,SYRIAN CHAMBER OF SHIPPING,Fuzzy Match,Match,100
ELEVEN EIGHTY EIGHT LIMITED,ELEVEN EIGHTY EIGHT LIMITED,Fuzzy Match,Match,100
TOSEE EQTESAD AYANDEHSAZAN COMPANY,TOSEE EQTESAD AYANDEHSAZAN COMPANY,Fuzzy Match,Match,100
REY INVESTMENT COMPANY,REY INVESTMENT COMPANY,Fuzzy Match,Match,100
PASKAL OOO,PASKAL OOO,Fuzzy Match,Match,100
AL-QUDS INTERNATIONAL FOUNDATION,AL-QUDS INTERNATIONAL FOUNDATION,Fuzzy Match,Match,100
VATO 2002 EOOD,VATO 2002 EOOD,Fuzzy Match,Match,100
JAHAN ARAS KISH,JAHAN ARAS KISH,Fuzzy Match,Match,100
DIAMOND TRANSPORTATION LIMITED,DIAMOND TRANSPORTATION LIMITED,Fuzzy Match,Match,100
AKTSIONERNOE OBSHCHESTVO GOSUDARSTVENNOE NAUCHNO PROIZVODSTVENNOE PREDPRIYATIE REGION,AKTSIONERNOE OBSHCHESTVO GOSUDARSTVENNOE NAUCHNO PROIZVODSTVENNOE PREDPRIYATIE REGION,Fuzzy Match,Match,100
INAGAWA-KAI,INAGAWA-KAI,Fuzzy Match,Match,100
SOVCOMBANK OPEN JOINT STOCK COMPANY,SOVCOMBANK OPEN JOINT STOCK COMPANY,Fuzzy Match,Match,100
MINISTRY OF LABOR,MINISTRY OF LABOR,Fuzzy Match,Match,100
MARONDERA MAPLE LEAF FARM,MARONDERA MAPLE LEAF FARM,Fuzzy Match,Match,100
ATLAS HOLDING,ATLAS HOLDING,Fuzzy Match,Match,100
JOINT STOCK COMPANY SANATORIUM DYULBER,JOINT STOCK COMPANY SANATORIUM ,Fuzzy Match,Match,83
YASA PART,YASA ,Fuzzy Match,Match,82
IRANIAN OIL PIPELINES AND TELECOMMUNICATION CO.,IRANIAN OIL PIPELINES AND TELECOMMUNICATION ,Fuzzy Match,Match,99
SHISHEH VA GAS INDUSTRIES GROUP,SHISHEH VA GAS INDUSTRIES ,Fuzzy Match,Match,99
